Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (CPC),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"QCL","Cultures et produits animaux","458","Malaisie","5111","Réserves","02122","Ovins","2017","2017","Tête","130658","A","Chiffre officiel"
"QCL","Cultures et produits animaux","458","Malaisie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","293302","A","Chiffre officiel"
"QCL","Cultures et produits animaux","458","Malaisie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1849351","A","Chiffre officiel"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02132","Anes","2017","2017","Tête","6382","I","Valeur imputée"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02111","Bovins","2017","2017","Tête","1508299","A","Chiffre officiel"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02123","Caprins","2017","2017","Tête","7718938","A","Chiffre officiel"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02131","Chevaux","2017","2017","Tête","87","A","Chiffre officiel"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02122","Ovins","2017","2017","Tête","283398","A","Chiffre officiel"
"QCL","Cultures et produits animaux","454","Malawi","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","18526","I","Valeur imputée"
"QCL","Cultures et produits animaux","454","Malawi","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","3785291","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02132","Anes","2017","2017","Tête","1099900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02111","Bovins","2017","2017","Tête","11415900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","1192900","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02123","Caprins","2017","2017","Tête","24023800","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02131","Chevaux","2017","2017","Tête","561500","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02122","Ovins","2017","2017","Tête","17400000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","45000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","466","Mali","5114","Réserves","02196","Ruches","2017","2017","No","36692","I","Valeur imputée"
"QCL","Cultures et produits animaux","466","Mali","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","84150","A","Chiffre officiel"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02132","Anes","2017","2017","Tête","483","I","Valeur imputée"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02111","Bovins","2017","2017","Tête","14184","A","Chiffre officiel"
"QCL","Cultures et produits animaux","470","Malte","5112","Réserves","02154","Canards","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02123","Caprins","2017","2017","Tête","5160","A","Chiffre officiel"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02131","Chevaux","2017","2017","Tête","1070","I","Valeur imputée"
"QCL","Cultures et produits animaux","470","Malte","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","0","A","Chiffre officiel"
"QCL","Cultures et produits animaux","470","Malte","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","231","I","Valeur imputée"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","294","I","Valeur imputée"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02122","Ovins","2017","2017","Tête","11739","A","Chiffre officiel"
"QCL","Cultures et produits animaux","470","Malte","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","1004","I","Valeur imputée"
"QCL","Cultures et produits animaux","470","Malte","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","34011","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02132","Anes","2017","2017","Tête","930000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02111","Bovins","2017","2017","Tête","3364000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","59000","E","Valeur estimée"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02123","Caprins","2017","2017","Tête","5205000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02131","Chevaux","2017","2017","Tête","188000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","10462","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","392000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02122","Ovins","2017","2017","Tête","19863000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","504","Maroc","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","204929","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5114","Réserves","02196","Ruches","2017","2017","No","384121","I","Valeur imputée"
"QCL","Cultures et produits animaux","504","Maroc","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","7930","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02132","Anes","2017","2017","Tête","60","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02111","Bovins","2017","2017","Tête","3815","A","Chiffre officiel"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02112","Buffles","2017","2017","Tête","25","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5112","Réserves","02154","Canards","2017","2017","1000 têtes","37","E","Valeur estimée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02123","Caprins","2017","2017","Tête","25618","A","Chiffre officiel"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02131","Chevaux","2017","2017","Tête","150","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","2","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","5","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","20","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5112","Réserves","02153","Oies","2017","2017","1000 têtes","21","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02122","Ovins","2017","2017","Tête","2934","A","Chiffre officiel"
"QCL","Cultures et produits animaux","480","Maurice","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","15901","I","Valeur imputée"
"QCL","Cultures et produits animaux","480","Maurice","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","21445","A","Chiffre officiel"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02132","Anes","2017","2017","Tête","317138","E","Valeur estimée"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02111","Bovins","2017","2017","Tête","1943865","I","Valeur imputée"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","1471580","I","Valeur imputée"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02123","Caprins","2017","2017","Tête","7265364","E","Valeur estimée"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02131","Chevaux","2017","2017","Tête","65008","I","Valeur imputée"
"QCL","Cultures et produits animaux","478","Mauritanie","5111","Réserves","02122","Ovins","2017","2017","Tête","10476106","E","Valeur estimée"
"QCL","Cultures et produits animaux","478","Mauritanie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","4646","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02132","Anes","2017","2017","Tête","3287280","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02111","Bovins","2017","2017","Tête","34277868","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5112","Réserves","02154","Canards","2017","2017","1000 têtes","8449","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02123","Caprins","2017","2017","Tête","8725172","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02131","Chevaux","2017","2017","Tête","6379095","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","3679","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","1391","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","3282434","I","Valeur imputée"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02122","Ovins","2017","2017","Tête","8902451","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","556128","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5114","Réserves","02196","Ruches","2017","2017","No","1853807","A","Chiffre officiel"
"QCL","Cultures et produits animaux","484","Mexique","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","17210269","A","Chiffre officiel"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5111","Réserves","02111","Bovins","2017","2017","Tête","16970","E","Valeur estimée"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5111","Réserves","02112","Buffles","2017","2017","Tête","168","I","Valeur imputée"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5112","Réserves","02154","Canards","2017","2017","1000 têtes","1","I","Valeur imputée"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5111","Réserves","02123","Caprins","2017","2017","Tête","4677","I","Valeur imputée"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","190","I","Valeur imputée"
"QCL","Cultures et produits animaux","583","Micronésie (États fédérés de)","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","37566","I","Valeur imputée"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02132","Anes","2017","2017","Tête","44","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02111","Bovins","2017","2017","Tête","4388455","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","434096","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02123","Caprins","2017","2017","Tête","27346707","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02131","Chevaux","2017","2017","Tête","3939813","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02122","Ovins","2017","2017","Tête","30109888","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","695","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5114","Réserves","02196","Ruches","2017","2017","No","9122","A","Chiffre officiel"
"QCL","Cultures et produits animaux","496","Mongolie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","31870","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5111","Réserves","02111","Bovins","2017","2017","Tête","86649","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5111","Réserves","02123","Caprins","2017","2017","Tête","29595","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5111","Réserves","02131","Chevaux","2017","2017","Tête","4071","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5111","Réserves","02122","Ovins","2017","2017","Tête","189008","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","788","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5114","Réserves","02196","Ruches","2017","2017","No","65000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","499","Monténégro","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","25043","A","Chiffre officiel"
"QCL","Cultures et produits animaux","508","Mozambique","5111","Réserves","02132","Anes","2017","2017","Tête","48653","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5111","Réserves","02111","Bovins","2017","2017","Tête","1951337","A","Chiffre officiel"
"QCL","Cultures et produits animaux","508","Mozambique","5112","Réserves","02154","Canards","2017","2017","1000 têtes","2428","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5111","Réserves","02123","Caprins","2017","2017","Tête","3655230","I","Valeur imputée"
"QCL","Cultures et produits animaux","508","Mozambique","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","170","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","148","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5112","Réserves","02153","Oies","2017","2017","1000 têtes","14349","I","Valeur imputée"
"QCL","Cultures et produits animaux","508","Mozambique","5111","Réserves","02122","Ovins","2017","2017","Tête","86000","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","19000","E","Valeur estimée"
"QCL","Cultures et produits animaux","508","Mozambique","5114","Réserves","02196","Ruches","2017","2017","No","46400","I","Valeur imputée"
"QCL","Cultures et produits animaux","508","Mozambique","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1674713","I","Valeur imputée"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02111","Bovins","2017","2017","Tête","17645629","A","Chiffre officiel"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02112","Buffles","2017","2017","Tête","3867966","A","Chiffre officiel"
"QCL","Cultures et produits animaux","104","Myanmar","5112","Réserves","02154","Canards","2017","2017","1000 têtes","27389","A","Chiffre officiel"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02123","Caprins","2017","2017","Tête","8447700","E","Valeur estimée"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02131","Chevaux","2017","2017","Tête","111684","E","Valeur estimée"
"QCL","Cultures et produits animaux","104","Myanmar","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","3","I","Valeur imputée"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","1070","I","Valeur imputée"
"QCL","Cultures et produits animaux","104","Myanmar","5112","Réserves","02153","Oies","2017","2017","1000 têtes","4267","A","Chiffre officiel"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02122","Ovins","2017","2017","Tête","1314300","E","Valeur estimée"
"QCL","Cultures et produits animaux","104","Myanmar","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","349171","A","Chiffre officiel"
"QCL","Cultures et produits animaux","104","Myanmar","5114","Réserves","02196","Ruches","2017","2017","No","62615","E","Valeur estimée"
"QCL","Cultures et produits animaux","104","Myanmar","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","19273357","A","Chiffre officiel"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02132","Anes","2017","2017","Tête","151453","E","Valeur estimée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02111","Bovins","2017","2017","Tête","2944444","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","89","E","Valeur estimée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02123","Caprins","2017","2017","Tête","2002170","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02131","Chevaux","2017","2017","Tête","41882","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","6764","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02122","Ovins","2017","2017","Tête","1632688","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","4470","I","Valeur imputée"
"QCL","Cultures et produits animaux","516","Namibie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","87537","I","Valeur imputée"
"QCL","Cultures et produits animaux","520","Nauru","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","5","I","Valeur imputée"
"QCL","Cultures et produits animaux","520","Nauru","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","3033","I","Valeur imputée"
"QCL","Cultures et produits animaux","524","Népal","5111","Réserves","02111","Bovins","2017","2017","Tête","7347487","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5111","Réserves","02112","Buffles","2017","2017","Tête","5177998","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5112","Réserves","02154","Canards","2017","2017","1000 têtes","395","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5111","Réserves","02123","Caprins","2017","2017","Tête","11165099","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5111","Réserves","02122","Ovins","2017","2017","Tête","801975","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","70007","A","Chiffre officiel"
"QCL","Cultures et produits animaux","524","Népal","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","1328036","A","Chiffre officiel"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02132","Anes","2017","2017","Tête","9103","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02111","Bovins","2017","2017","Tête","4938094","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02123","Caprins","2017","2017","Tête","7763","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02131","Chevaux","2017","2017","Tête","268887","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02133","Mules et bardots","2017","2017","Tête","48327","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02122","Ovins","2017","2017","Tête","6660","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","23714","I","Valeur imputée"
"QCL","Cultures et produits animaux","558","Nicaragua","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","513991","I","Valeur imputée"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02132","Anes","2017","2017","Tête","1837429","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02111","Bovins","2017","2017","Tête","13550559","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","1788149","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02123","Caprins","2017","2017","Tête","16741979","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02131","Chevaux","2017","2017","Tête","250683","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02122","Ovins","2017","2017","Tête","12315737","A","Chiffre officiel"
"QCL","Cultures et produits animaux","562","Niger","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","18959","I","Valeur imputée"
"QCL","Cultures et produits animaux","562","Niger","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","42772","I","Valeur imputée"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02132","Anes","2017","2017","Tête","1329270","I","Valeur imputée"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02111","Bovins","2017","2017","Tête","20057095","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","279677","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02123","Caprins","2017","2017","Tête","78038709","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02131","Chevaux","2017","2017","Tête","102222","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","4856","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02122","Ovins","2017","2017","Tête","44504420","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","180073","A","Chiffre officiel"
"QCL","Cultures et produits animaux","566","Nigéria","5114","Réserves","02196","Ruches","2017","2017","No","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","566","Nigéria","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","7949306","A","Chiffre officiel"
"QCL","Cultures et produits animaux","570","Nioué","5111","Réserves","02111","Bovins","2017","2017","Tête","113","I","Valeur imputée"
"QCL","Cultures et produits animaux","570","Nioué","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","18","I","Valeur imputée"
"QCL","Cultures et produits animaux","570","Nioué","5114","Réserves","02196","Ruches","2017","2017","No","820","I","Valeur imputée"
"QCL","Cultures et produits animaux","570","Nioué","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","2232","I","Valeur imputée"
"QCL","Cultures et produits animaux","578","Norvège","5111","Réserves","02111","Bovins","2017","2017","Tête","885292","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5112","Réserves","02154","Canards","2017","2017","1000 têtes","118","I","Valeur imputée"
"QCL","Cultures et produits animaux","578","Norvège","5111","Réserves","02123","Caprins","2017","2017","Tête","65564","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5111","Réserves","02131","Chevaux","2017","2017","Tête","33239","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","670","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5112","Réserves","02191","Leporides","2017","2017","1000 têtes","1","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5111","Réserves","02122","Ovins","2017","2017","Tête","2417813","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","15643","A","Chiffre officiel"
"QCL","Cultures et produits animaux","578","Norvège","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","851998","A","Chiffre officiel"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5111","Réserves","02111","Bovins","2017","2017","Tête","85667","I","Valeur imputée"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5111","Réserves","02123","Caprins","2017","2017","Tête","2000","E","Valeur estimée"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5111","Réserves","02131","Chevaux","2017","2017","Tête","10438","E","Valeur estimée"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5111","Réserves","02122","Ovins","2017","2017","Tête","2233","I","Valeur imputée"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","535","I","Valeur imputée"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5114","Réserves","02196","Ruches","2017","2017","No","7479","A","Chiffre officiel"
"QCL","Cultures et produits animaux","540","Nouvelle-Calédonie","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","37077","I","Valeur imputée"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5111","Réserves","02111","Bovins","2017","2017","Tête","10145902","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5112","Réserves","02154","Canards","2017","2017","1000 têtes","181","I","Valeur imputée"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5111","Réserves","02123","Caprins","2017","2017","Tête","98812","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5111","Réserves","02131","Chevaux","2017","2017","Tête","43684","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5112","Réserves","02152","Dindes","2017","2017","1000 têtes","76","I","Valeur imputée"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5112","Réserves","02153","Oies","2017","2017","1000 têtes","84","I","Valeur imputée"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5111","Réserves","02122","Ovins","2017","2017","Tête","27526537","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","23763","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5114","Réserves","02196","Ruches","2017","2017","No","820000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","554","Nouvelle-Zélande","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","273860","A","Chiffre officiel"
"QCL","Cultures et produits animaux","512","Oman","5111","Réserves","02132","Anes","2017","2017","Tête","23285","I","Valeur imputée"
"QCL","Cultures et produits animaux","512","Oman","5111","Réserves","02111","Bovins","2017","2017","Tête","389130","A","Chiffre officiel"
"QCL","Cultures et produits animaux","512","Oman","5111","Réserves","02121.01","Camelidés","2017","2017","Tête","262870","A","Chiffre officiel"
"QCL","Cultures et produits animaux","512","Oman","5112","Réserves","02154","Canards","2017","2017","1000 têtes","","M","Valeur manquante (les données ne peuvent exister, sans objet)"
"QCL","Cultures et produits animaux","512","Oman","5111","Réserves","02123","Caprins","2017","2017","Tête","2257090","A","Chiffre officiel"
"QCL","Cultures et produits animaux","512","Oman","5111","Réserves","02122","Ovins","2017","2017","Tête","593420","A","Chiffre officiel"
"QCL","Cultures et produits animaux","512","Oman","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","4738","I","Valeur imputée"
"QCL","Cultures et produits animaux","512","Oman","5114","Réserves","02196","Ruches","2017","2017","No","100000","A","Chiffre officiel"
"QCL","Cultures et produits animaux","800","Ouganda","5111","Réserves","02132","Anes","2017","2017","Tête","19465","I","Valeur imputée"
"QCL","Cultures et produits animaux","800","Ouganda","5111","Réserves","02111","Bovins","2017","2017","Tête","14096497","E","Valeur estimée"
"QCL","Cultures et produits animaux","800","Ouganda","5111","Réserves","02123","Caprins","2017","2017","Tête","14480015","E","Valeur estimée"
"QCL","Cultures et produits animaux","800","Ouganda","5111","Réserves","02122","Ovins","2017","2017","Tête","1945184","E","Valeur estimée"
"QCL","Cultures et produits animaux","800","Ouganda","5112","Réserves","02151","Poulets","2017","2017","1000 têtes","33666","E","Valeur estimée"
"QCL","Cultures et produits animaux","800","Ouganda","5114","Réserves","02196","Ruches","2017","2017","No","80493","I","Valeur imputée"
"QCL","Cultures et produits animaux","800","Ouganda","5111","Réserves","02140","Suidés / Porcins","2017","2017","Tête","2499875","E","Valeur estimée"
"QCL","Cultures et produits animaux","860","Ouzbékistan","5111","Réserves","02132","Anes","2017","2017","Tête","266875","A","Chiffre officiel"
"QCL","Cultures et produits animaux","860","Ouzbékistan","5111","Réserves","02111","Bovins","2017","2017","Tête","12471000","A","Chiffre officiel"
